,model,DLSTM__batch_size,DLSTM__lr,LGB__boosting_type,LGB__colsample_bytree,LGB__learning_rate,LGB__max_depth,LGB__n_estimators,LGB__num_leaves,LGB__reg_alpha,LGB__subsample,LR__fit_intercept,LSTM__batch_size,LSTM__lr,MCCNN__batch_size,MCCNN__lr,MHCNN__batch_size,MHCNN__lr,MLP__hidden_layer_sizes,N_freqs,WaveNet__batch_size,WaveNet__lr,WaveNet__n_filters,WaveNet__n_residual_blocks,n_targets,nterms,regr,stride,win_size,win_smooth,MAE_train,MAE_valid,MAE_test,RMSE_train,RMSE_valid,RMSE_test
28,config_5,,,,,,,,,,,,,,,,32.0,0.005,,0,,,,,24,10,MHCNN,1,24,2,1.2445826530456543,1.463402271270752,1.4338910579681396,1.6565524339675903,1.919529914855957,1.873600721359253
29,config_5,,,,,,,,,,,,,,,,32.0,0.005,,0,,,,,24,10,MHCNN,1,24,2,1.2989916801452637,1.3476630449295044,1.4953348636627197,1.708672285079956,1.7710011005401611,1.866042137145996
30,config_6,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,24,10,MLP,1,24,1,0.33837032318115234,1.7935256958007812,2.1219639778137207,0.43904343247413635,2.355020761489868,2.689479112625122
31,config_6,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,24,10,MLP,1,24,1,0.334811806678772,1.87200129032135,1.9059089422225952,0.4314969480037689,2.4222617149353027,2.4843955039978027
32,config_6,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,24,10,MLP,1,24,1,0.39955049753189087,2.057830333709717,1.5697925090789795,0.5187039971351624,2.6359307765960693,2.0971791744232178
33,config_6,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,24,10,MLP,1,24,1,0.35619890689849854,1.7646701335906982,1.5674337148666382,0.4575526714324951,2.3022830486297607,2.077817440032959
34,config_6,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,24,10,MLP,1,24,1,0.322871595621109,1.617361068725586,1.7510547637939453,0.4125053584575653,2.166879415512085,2.2213456630706787
35,config_7,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,1.0,24,10,WaveNet,1,24,8,1.670746922492981,1.6134151220321655,1.99850594997406,2.1953892707824707,2.0558714866638184,2.4311752319335938
36,config_7,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,1.0,24,10,WaveNet,1,24,8,1.7113010883331299,1.687812328338623,1.6471086740493774,2.1644771099090576,2.0746359825134277,2.0143773555755615
37,config_7,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,1.0,24,10,WaveNet,1,24,8,1.6329991817474365,1.749682068824768,1.3271440267562866,2.1371076107025146,2.1183230876922607,1.715822458267212
38,config_7,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,1.0,24,10,WaveNet,1,24,8,1.6596455574035645,1.4533989429473877,1.4082671403884888,2.1709306240081787,1.8323856592178345,1.7525899410247803
39,config_7,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,1.0,24,10,WaveNet,1,24,8,1.4776030778884888,1.2775722742080688,1.5266057252883911,1.9381186962127686,1.6822657585144043,1.864915132522583
