,model,DLSTM__batch_size,DLSTM__lr,LGB__boosting_type,LGB__colsample_bytree,LGB__learning_rate,LGB__max_depth,LGB__n_estimators,LGB__num_leaves,LGB__reg_alpha,LGB__subsample,LR__fit_intercept,LSTM__batch_size,LSTM__lr,MCCNN__batch_size,MCCNN__lr,MHCNN__batch_size,MHCNN__lr,MLP__hidden_layer_sizes,N_freqs,WaveNet__batch_size,WaveNet__lr,WaveNet__n_filters,WaveNet__n_residual_blocks,n_targets,nterms,regr,stride,win_size,win_smooth,MAE_train,MAE_valid,MAE_test,RMSE_train,RMSE_valid,RMSE_test
26,config_5,,,,,,,,,,,,,,,,32.0,0.001,,0,,,,,120,10,MHCNN,1,120,10,70.74746704101562,70.38361358642578,116.02066802978516,104.2194595336914,108.29564666748047,152.35540771484375
27,config_5,,,,,,,,,,,,,,,,32.0,0.001,,0,,,,,120,10,MHCNN,1,120,10,64.70349884033203,80.6857681274414,192.29412841796875,98.96839141845703,111.53826904296875,247.29660034179688
28,config_5,,,,,,,,,,,,,,,,32.0,0.001,,0,,,,,120,10,MHCNN,1,120,10,65.48419189453125,132.59585571289062,259.0823059082031,99.5129623413086,169.3294677734375,319.6099853515625
29,config_5,,,,,,,,,,,,,,,,32.0,0.001,,0,,,,,120,10,MHCNN,1,120,10,54.117828369140625,197.4715118408203,240.54751586914062,83.18058776855469,263.5859375,295.5484619140625
30,config_6,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,120,10,MLP,1,120,20,44.775299072265625,81.92774200439453,89.50464630126953,69.95929718017578,130.43206787109375,133.138916015625
31,config_6,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,120,10,MLP,1,120,20,43.69960403442383,67.18871307373047,116.66493225097656,68.55247497558594,114.15204620361328,157.1623077392578
32,config_6,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,120,10,MLP,1,120,20,39.138648986816406,89.10099029541016,198.0554962158203,63.71356964111328,125.18156433105469,248.8374481201172
33,config_6,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,120,10,MLP,1,120,20,39.374359130859375,133.4251708984375,298.57757568359375,63.90790557861328,171.95126342773438,354.88970947265625
34,config_6,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,120,10,MLP,1,120,20,40.06640625,225.94949340820312,368.85015869140625,63.962284088134766,297.5423583984375,432.1815490722656
35,config_7,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,1.0,120,10,WaveNet,1,120,5,142.82070922851562,66.98600769042969,63.865333557128906,183.93807983398438,96.23236846923828,94.54798126220703
36,config_7,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,1.0,120,10,WaveNet,1,120,5,128.3409881591797,56.15940475463867,101.14373016357422,177.71560668945312,85.18921661376953,135.9318084716797
37,config_7,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,1.0,120,10,WaveNet,1,120,5,110.07996368408203,73.07012176513672,167.59877014160156,164.51016235351562,97.54762268066406,213.91761779785156
38,config_7,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,1.0,120,10,WaveNet,1,120,5,109.672119140625,114.40213775634766,225.3121795654297,164.7552947998047,147.1912841796875,270.8097839355469
39,config_7,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,1.0,120,10,WaveNet,1,120,5,89.87196350097656,172.93792724609375,295.51971435546875,135.3432159423828,223.39927673339844,346.137451171875
40,config_8,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,120,10,LGB,1,120,5,113.12261305446745,75.79845891057921,81.55346821117676,150.9311824906866,102.40356101306317,113.05951322814464
41,config_8,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,120,10,LGB,1,120,5,105.92816650679575,56.646852078281434,110.42390578233946,146.1578748319369,89.41054687068376,148.74138073275677
42,config_8,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,120,10,LGB,1,120,5,95.15288751843829,72.46408591282463,164.86195108825643,136.66923454079168,100.03614084780864,209.5886154177288
43,config_8,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,120,10,LGB,1,120,5,87.58050052597736,104.73613713955528,216.6584286820737,127.22833427837963,140.59944590580713,269.61797084896375
44,config_8,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,120,10,LGB,1,120,5,78.52020792427298,179.39330275953526,274.8483079974275,112.60587050962216,238.94302332395364,313.97186553549557
45,config_9,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,120,10,LGB,1,120,10,112.53504435639567,77.08524103147865,81.35372004143741,149.66701672611217,103.64442802885411,113.79430910740663
46,config_9,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,120,10,LGB,1,120,10,105.17109692763822,56.44632835356954,112.84518107664546,144.53332428596877,90.28014622933377,150.26316726076197
